Date,Year,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Activity,Sex,Injury,Fatal,Species 
08-Aug-68,1968,Unprovoked,COLUMBIA,COL,Magdalena Department,"Makuaka Caño, Taganga",,,Dynamite fishing,M,Lacerations to head,N,2 m shark
14-Jan-66,1966,Sea Disaster,COLUMBIA,COL,,Off Cartagena,,,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,,"10 survived, 51 perished. ",Y,Shark involvement not confirmed
18-Mar-22,2022,Unprovoked,COLUMBIA,COL,Isla De San Andres,La Piscinita,4.3739074,-75.9484148,Swimming,M,FATAL,Y,Tiger shark
05-Jul-11,2011,Unprovoked,COLUMBIA,COL,Sucre,"Libertad, San Onofre",9.8971118,-75.5736766,Kayaking,M,"Right arm bitten, defense wounds to left hand",N,
01-Jan-61,1961,Unprovoked,COLUMBIA,COL,Roncador Bank,"Roncador Bank, 135 nm north of San Andres ",,,Taking boat from California to Florida when it ran aground & he was swimming back to boat,M,Leg bitten,N,1.8 m [6'] shark
Ca. 1955 ,1955,Unprovoked,COLUMBIA,COL,Isles del Rosario,Southwest of Cartegena,,,Spearfishing,M,Swim fin & foot bitten,N,1.5 m [5'] shark
Between 01-Aug-1951 & 08-Aug-1951,1951,Unprovoked,COLUMBIA,COL,Caribbean Sea,Cartegena,33.562011,-117.7230105,Bathing,,FATAL,Y,
18-Jul-23,2023,Unprovoked,COLOMBIA,COL,San Andrés Island,Nirvana,-23.9166667,29.4355556,Freediving,M,"Lower right leg bittenLa Patria, 7/20/2023w",N,Oceanic whitetip shark
15-Jul-18,2018,Invalid,COLOMBIA,COL,San Andres and Providencia Archipelago,Provencia,44.14103565,4.815477131,Fishing,M,"Autopsy confirmed death by drowning, shark bite were post-mortem",,
13-Jun-49,1949,Sea Disaster,CHINA,CHN,,Between Tientsin & Hong Kong,,,"A 75-ton  Japanese fishing ship was sunk by  Chinese Nationalist gunboat, shipwrecked men were clinging to debris",M,"FATAL, at time of sinking several men were thrown in water & killed by sharks, survivors were rescued 3 days later by the Panamanian ship Christobel",Y,
09-Apr-1864,1864,Unprovoked,CHINA,CHN,,Macao Harbor,,,Swimming,M,No injury,,
29-Aug-38,1938,Unprovoked,CHINA,CHN,North China,"Outer harbor, Hong Kong",,,Swimming alongside warship   Tsingt-ao,M,"FATAL, leg severed  ",Y,
Reported 16-Oct-1907,1907,Unprovoked,CHINA,CHN,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",,,Fishing,M,"3 of thel 5 were injured, one of whom lost both hands",N,Shark involvement probable
Reported 16-Oct-1907,1907,Unprovoked,CHINA,CHN,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",,,Fishing,M, 2 of the 5 fishermen were so seriously injured they died of their wounds,Y,Shark involvement probable
17-Jul-05,2005,Provoked,CHINA,CHN,Shanghai,"Ocean World, Changfeng Park",,,Scuba diving in aquarium tank,M,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,N,3.5 m [11.5']shark
24-Jul-18,2018,Provoked,CHINA,CHN,Guizhou Province,Shopping mall aquarium in Guiyang City,,,Putting hand in shark tank,F,Lacerations to fingers PROVOKED INCIDENT,N,
05-Apr-19,2019,Provoked,CHINA,CHN,Liaoning Province,"Laohutan Ocean Park Aquarium, Dalian City",,,Diving in shark tank,F,"Lacerations to face, chin and scalp",N,Sand tiger shark
23-Mar-94,1994,Unprovoked,CHILE,CHL,,300 miles east of Easter Island,,,Swimming alongside NOAA research vessel Discoverer,F,Leg severed mid-thigh,N,"3.6 m [11'9""] white shark"
23-Mar-94,1994,Unprovoked,CHILE,CHL,,300 miles East of Easter Island,,,Swimming alongside NOAA research vessel Discoverer,M,Thigh bitten,N,"3.6 m [11'9""] white shark"
04-Mar-81,1981,Unprovoked,CHILE,CHL,Coquimbo,"Bahia Totoralillo, 80  km north of Coquimbo",,,Free diving Spearfishing,M,Foot & ankle bitten,N,White shark
29-Sept-63,1963,Unprovoked,CHILE,CHL,,"El Panul, 12km south of Coquimbo",,,Spearfishing / free diving,M,FATAL,Y,"White shark, 4 m [13'] rk"
05-Jan-80,1980,Unprovoked,CHILE,CHL,Los Vilos,"Punta Negra, Pichidangui",,,Hookah Diving,M,FATAL  ,Y,White shark
15-Dec-88,1988,Unprovoked,CHILE,CHL,Valpariso Province,Valpariso,27.3037995,-80.2905888,Skindiving,M,FATAL,Y,16' white shark
22-Feb-34,1934,Unprovoked,CHILE,CHL,Elqui Province,Coquimbo,-30.7546652,-70.9005536,Fell into the water,M,FATAL,Y,
01-Mar-12,2012,Provoked,CHILE,CHL,Antofagasta Province,Antofagasta,-23.6463741,-70.3980033,Fishing (illegally),M,Hand injured PROVOKED INCIDENT,N,
Reported 10-Feb-2016,2016,Invalid,CAYMAN ISLANDS,CYM,Grand Cayman,Stingray City Bar,19.3757,-81.3048,Feeding stingrays?,M,Minor injury to wrist from Southern stingray,,No shark involvement
27-Jun-20,1920,Provoked,CANADA,CAN,Halifax,"Slaunwhite's Ledge, Hubbard Cove",,,Harpooned shark,,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",N,15'
11-Aug-36,1936,Provoked,CANADA,CAN,Newfoundland,Georges Bank,41.2100343,-67.3811084,Fishing for cod,,"No injury to occupants, hooked shark leapt onboard boat PROVOKED INCIDENT",N,"Shovelnose shark, 6 m [20'] "
02-Jul-32,1932,Watercraft,CANADA,CAN,Bay of Fundy,16 km west of Digby Gut,,,"Fishing, hauling in fishing gear",M,"No injury to occupants, shark bumped boat repeatedly",N,Teeth in hull identified as those from a white shark 4.6 m [15'] in length
09-Jul-53,1953,Watercraft,CANADA,CAN,Nova Scotia,"Fourchu, Cape Breton Island",,,Fishing for lobsters,M,Burns drowned as result of attack on boat,N,"White shark, 3.7 m [12'], 500 to 500-kg [1,200 lb], identified by W. C. Shroeder based on tooth fragment ebedded in gunwale"
Reported 30-Aug-1891,1891,Unprovoked,CANADA,CAN,Nova Scotia,Off Cape Breton Island,,,Knocked overboard,M,FATAL,Y,
13-Aug-21,2021,Unprovoked,CANADA,CAN,Nova Scotia,Cape Breton Island,46.2950327,-60.93605535,Swimming,F,Thigh injured,N,
19-Jul-12,2012,Invalid,CANADA,CAN,British Colombia,"Tofino, Vancouver",49.1538091,-125.9075155,Surfing,F,"Lacerations to 2 fingers, but shark involvement unconfirmed",,"Salmon shark suspected, but unlikely"
05-Dec-00,2000,Unprovoked,CANADA,CAN,New Brunswick,Bay of Fundy,44.8512466,-66.1977817,Diving for sea urchins,M,No injury,N,"Porbeagle shark, 3 m [10']rk"
14-Aug-1888,1888,Sea Disaster,CANADA,CAN,Nova Scotia,Off Sable Island,,,The steamships Thingvalla and Geiser collided,M,FATAL,Y,
08-Jan-25,1925,Unprovoked,CANADA,CAN,Vancouver,Second Narrows in Burrard Inlet,,,"Diving, repairing water main at depth of 90'",M,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",N,2.1 m [7'] shark
Reported 20-Apr-1874,1874,Watercraft,CANADA,CAN,Newfoundland,St. Pierre Bank ,,,Fishing,M,Shark bit & tipped the dory,N,White shark
Oct-1860,1860,Sea Disaster,CANADA,CAN,Nova Scotia,Cape Canso,45.3059797,-60.939572,Gloucester fishing schooner run down,M,FATAL x 2,Y,
1691,1691,Unprovoked,CANADA,CAN,Quebec,Gaspé,48.8317223,-64.4837569,,M,FATAL,Y,
09-Jun-14,2014,Unprovoked,BRAZIL,BRA,,500 km off the coast of Pernambuco,,,Fishing,M,Severe injury to arm,N,
25-Oct-27,1927,Sea Disaster,BRAZIL,BRA,Porto Seguro,90 miles off Albrohos Island,,,Italian liner Principessa Mafalda sank,,"Of 1256 on board, 295 perished, some were taken by sharks",Y,
31-Jan-10,2010,Unprovoked,BRAZIL,BRA,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",,,Surfing,M,Foot bitten,N,Thought to involve a juvenile hammerhead shark
06-Mar-23,2023,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade Beach,-8.17342865,-34.91538949,Swimming,F,Left arm severly injured,N,
05-Mar-23,2023,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade Beach,-8.17342865,-34.91538949,Swimming,M,Right thigh bitten resulting in surgical amputation,N,
21-Feb-23,2023,Unprovoked,BRAZIL,BRA,Pernambuco,Praia de Milagres,-9.2702377,-35.36788788,Surfing,M,Injuries to left thih and calf,N,
15-Nox-2021,2021,Unprovoked,BRAZIL,BRA,São Paulo.,Boqueirão Beach,-9.1252434,-35.2792069,Playing,M,Minor cuts to left thigh,,dogfish
03-Nov-21,2021,Unprovoked,BRAZIL,BRA,São Paulo.,Ubatuba Beach,-26.2181529,-48.52100879,Swimming,M,Laceration to lower right leg,N,
25-Jul-21,2021,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Squatting in the water,M,Lacerations to poster thigh and buttock,N,
10-Jul-21,2021,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Wading,M,FATAL,Y,
13-Jan-21,2021,Unprovoked,BRAZIL,BRA,Pernambuco,Cacimba do Padre Beach,-3.84975155,-32.43898607,Surfing,M,Puncture wounds to right hand,N,
14-Feb-19,2019,Unprovoked,BRAZIL,BRA,Fernando de Noronha,Cacimba do Padre,-3.84975155,-32.43898607,Surfing,M,Minor injury to face,N,Lemon shark
03-Jun-18,2018,Unprovoked,BRAZIL,BRA,Pernambuco,"Piedade Beach, Recife",-8.17342865,-34.91538949,Swimming,M,FATAL,Y,Tiger shark
15-Apr-18,2018,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Swimming,M,"Multiple severe injuries to arms and leg, leg subsequently surgically amputated",,
10-Jul-06,2006,Unprovoked,BRAZIL,BRA,Pernambuco,Body recovered at Goiana,,,,M,FATAL,Y,Bull or tiger shark
11-Feb-18,2018,Invalid,BRAZIL,BRA,"Boi Island, Victoria",Espirito Santo,-19.5687682,-40.1721991,Cleaning fish,F,Lacerations to 4 toes of right foot,N,"Injury believed caused by an eel, not a shark"
12-Jan-18,2018,Unprovoked,BRAZIL,BRA,Fernando de Noronha,Conceicao Beach,15.621947,73.73432,Surfing,M,Minor injury to left forearm,N,small shark
24-Jan-17,2017,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Swimming,M,Minor laceration to ring finger,N,
02-Feb-16,2016,Unprovoked,BRAZIL,BRA,Balneário Camboriú,Estaleirinho beach,-27.04926805,-48.58776831,Swimming,M,Lacerations to scalp,N,Sandtiger shark
25-Apr-03,2003,Unprovoked,BRAZIL,BRA,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",,,Swimming ,M,Bitten on finger,N,
31-Mar-15,2015,Invalid,BRAZIL,BRA,Pernambuco,"Praia del Chifre, Olinda",-8.03076215,-34.86101393,Surfing,M,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,,No shark involvement
23-Apr-03,2003,Unprovoked,BRAZIL,BRA,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",,,Swimming,M,Right hand lacerated,N,
    22-Jul-2013,2013,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Swimming,F,FATAL,Y,
23-May-13,2013,Unprovoked,BRAZIL,BRA,Pernambuco,Coral Cove Beach,9.49051135,100.0615582,,M,FATAL,Y,
28-Mar-80,1980,Unprovoked,BRAZIL,BRA,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",,,Swimming,M,Right leg bitten,N,2 m shark
26-Aug-12,2012,Unprovoked,BRAZIL,BRA,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",,,Swimming,M,FATAL,Y,
31-Jul-11,2011,Invalid,BRAZIL,BRA,Pernambuco,Praia do Pina,-8.09450625,-34.88194991,Swimming,M,Cause of death may have been drowning; remains scavenged by sharks,,Shark involvement prior to death not confirmed
29-Jun-11,2011,Unprovoked,BRAZIL,BRA,Pernambuco,Praia do Pina,-8.09450625,-34.88194991,Surfing,M,Lacerations to right thigh,N,
02-Mar-16,2016,Unprovoked,BRAZIL,BRA,Santa Catarina State,Escalerio Beach Balneário Camboriú,,,Swimming,M,Minor injury to head,N,Sandtiger shark
07-Sept-09,2009,Unprovoked,BRAZIL,BRA,Pernambuco,"Piedade, Recife",-7.9886219,-34.9305636,"Swimming, attempting to rescue a girl  believed to be drowning",M,FATAL,Y,
Reported 26-Jan-2009,2009,Invalid,BRAZIL,BRA,,Praia do Olho d'Aqua,-8.2010027,-34.94471874,,M,Probable drowning with post-mortem bites,,Shark involvement prior to death was not confirmed
23-Jan-09,2009,Invalid,BRAZIL,BRA,Maranhão,Olho d'Água ,-7.2289861,-37.7490068,Swimming,M,"Drowned, body scavenged by shark",,Invalid
24-Jun-08,2008,Unprovoked,BRAZIL,BRA,Bahia,Guarajuba,-0.8172726,-48.0027642,Surfing,M,"No injury, board bitten",N,
21-Dec-15,2015,Unprovoked,BRAZIL,BRA,Pernambuco,Fernano de Noronha,,,Scuba diving,M,Right hand & part of forearm removed,N,"Tiger shark, 1.5 m "
01-Jun-08,2008,Unprovoked,BRAZIL,BRA,Pernambuco,"Piedade, Recife",-7.9886219,-34.9305636,Swimming,M,"Hand severed, buttocks bitten",N,Bull shark
07-Dec-07,2007,Unprovoked,BRAZIL,BRA,Pernambuco,Itamaracá,-3.8734921,-40.3691794,Removing fish from a trap,M,20 cm injury to left foot,N,2.27 m shark
22-Aug-06,2006,Invalid,BRAZIL,BRA,Pernambuco,Pina,40.0209763,-0.6549547,,M,Shark bites may have been post mortem,,Shark involvement prior to death was not confirmed
20-Apr-97,1997,Unprovoked,BRAZIL,BRA,Rio de Janeiro,"Manguinhos, Ilha Feia, Búzios",,,Windsurfing,M,Lower left leg & ankle bitten,N,3.7m  to 4.2 m white shark
02-Mar-43,1943,Sea Disaster,BRAZIL,BRA,,Near the Abrolhos Archipelago ,,,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,,"33 crew & 92 passengers were lost, it was thought that some were killed by sharks  FATAL",Y,
21-May-06,2006,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Surfing,M,"Injuries to left thigh, calf & foot",N,
09-Apr-06,2006,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Swimming,M,Left leg bitten,N,Tiger shark
04-Feb-05,2005,Unprovoked,BRAZIL,BRA,Bahia,Ilhéus,-14.792599,-39.0453843,Surfing,M,Right thigh & ankle injured,N,
08-Sept-04,2004,Unprovoked,BRAZIL,BRA,Pernambuco,"Pina, Recife",-8.0963033,-34.8946884,Swimming,,FATAL,Y,
21-Aug-04,2004,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Bathing,M,Calf bitten & both hands injured,N,"Tiger shark, 1.5 m "
23-May-04,2004,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade Beach,-8.17342865,-34.91538949,Swimming,M,"Left hand, foot severed &  left calf & arm bitten",N,Bull shark
22-May-04,2004,Unprovoked,BRAZIL,BRA,Pernambuco,"Piedade Beach, Recife",-8.17342865,-34.91538949,Wading,F,Hips & thighs bitten,N,
01-May-04,2004,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade ,-23.7074096,-47.4252319,Swimming,M,FATAL,Y,
29-Mar-04,2004,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade Beach,-8.17342865,-34.91538949,Body boarding,M,"Lower left leg bitten, surgically amputated",N,bull shark
29-Feb-04,2004,Unprovoked,BRAZIL,BRA,Pernambuco,"Piedade Beach, Recife",-8.17342865,-34.91538949,Swimming,M,"FATAL, right thigh & hip bitten   ",Y,
24-Jun-03,2003,Unprovoked,BRAZIL,BRA,Pernambuco,"Piedade, Recife",-7.9886219,-34.9305636,,M,FATAL,Y,
23-Apr-03,2003,Unprovoked,BRAZIL,BRA,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",,,Surfing,M,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",N,Bull shark
16-Sept-02,2002,Unprovoked,BRAZIL,BRA,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City",,,Swimming,M,"Left thigh bitten, leg surgically amputated",N,Bull or tiger shark
14-Oct-02,2002,Unprovoked,BRAZIL,BRA,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife",,,Swimming,M,"FATAL, body not recovered",Y,Possibly a bull shark or tiger shark
08-Jul-92,1992,Unprovoked,BRAZIL,BRA,Maranhão,"Praia da Marcela, São Marcos Bay",,,Surfing,M,Arm bitten,N,
01-Dec-02,2002,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Surfing,M,FATAL,Y,
08-Jul-92,1992,Unprovoked,BRAZIL,BRA,Maranhão,"Praia da Marcela, São Marcos Bay",,,Surfing,M,"Lower leg bitten, surgically amputated",N,
11-Oct-92,1992,Unprovoked,BRAZIL,BRA,Maranhão,"Praia de São Marcus, Sáo Luiz",,,Boogie boarding,,Legs bitten,N,
10-Jul-02,2002,Unprovoked,BRAZIL,BRA,Pernambuco,"Piedade Beach, Recife",-8.17342865,-34.91538949,Surfing,M,Right hand severed,N,Bull or tiger shark
10-May-02,2002,Unprovoked,BRAZIL,BRA,Pernambuco,"Pina, Recife",-8.0963033,-34.8946884,Surfing,M,Leg injured,N,
24-Mar-02,2002,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Swimming,M,"Severe kacerations, FATAL",Y,
03-Jan-02,2002,Unprovoked,BRAZIL,BRA,Pernambuco,Candeias,-12.6693806,-38.5406462,Swimming,,FATAL,Y,
02-Ap-2001,2001,Unprovoked,BRAZIL,BRA,Rio Grande de Norte,"Praia de Camapum, Macau",-5.09033445,-36.63752505,Batin,F,Left thigh bitten,N,
08-Mar-01,2001,Invalid,BRAZIL,BRA,Bahia,Nova Vicosa,-17.8907712,-39.3725471,Attempting to catch a crocodile,M,Lacerations below the knee,,Shark involvement not confirmed
03-Mar-01,2001,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Swimming,M,FATAL,Y,
26-Dec-99,1999,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Surfing,M,"Leg bitten, surgically amputated",N,"Thought to involve a white, bull or tiger shark"
06-Dec-99,1999,Invalid,BRAZIL,BRA,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",-22.81690235,-43.12722011,Spearfishing,M,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubarão da gralha preta -  a blacktip shark, C. limbatus",N,Shark involvement not confirmed
06-Nov-99,1999,Unprovoked,BRAZIL,BRA,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",-22.81690235,-43.12722011,"Spearfishing, but swimming at surface",M,Upper right thigh bitten,N,1.3 to 1.6 m shark
01-May-99,1999,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Surfing,M,Leg & hands bitten,N,"Tiger shark, 2.5 m [8.25']"
02-Nov-98,1998,Unprovoked,BRAZIL,BRA,Pernambuco," Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Surfing,M,"FATAL, left forearm severed  ",Y,Though to involve a white shark
04-Oct-98,1998,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem Beach, Recife",-8.1275681,-34.89766384,Surfing,M,Right leg bitten,N,
26-Jul-98,1998,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Surfing,M,Lacerations to left foot,N,
01-Apr-98,1998,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Swimming ,M,FATAL,Y,
16-Sept-97,1997,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Swimming,M,FATAL,Y,
17-Jul-97,1997,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Surfing,M,Survived,N,
 2-Jul-1997,1997,Unprovoked,BRAZIL,BRA,Pernambuco,Paiva,-21.289441,-43.4175347,Surfing,,Right thigh bitten,N,
07-Jun-97,1997,Unprovoked,BRAZIL,BRA,Rio de Janeiro,"Copacabana, Rio de Janeiro",-22.971974,-43.1842997,Bathing,M,,UNKNOWN,
Reported 10-Apr-2018,2018,Invalid,BRAZIL,BRA,Alagoas,"Praia de Sauaçuhy, Maceió",,,Fishing,M,Injury to ankle from marine animal trapped in weir PROVOKED INCIDENT. ,N,Shark involvement not confirmed
28-Oct-96,1996,Unprovoked,BRAZIL,BRA,Pernambuco,Barra de Jangada,-8.2166117,-34.9319705,Surfing,,Leg bitten,N,
28-Oct-96,1996,Unprovoked,BRAZIL,BRA,Pernambuco,Barra de Jangada,-8.2166117,-34.9319705,Surfing,M,Survived,N,
07-Apr-96,1996,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Swimming,M,FATAL,Y,
27-Aug-95,1995,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Surfing,M,Survived,N,
07-Jul-95,1995,Unprovoked,BRAZIL,BRA,Pernambuco,Candeias,-12.6693806,-38.5406462,Surfing,M,"Arm bitten, FATAL",Y,
05-Mar-95,1995,Unprovoked,BRAZIL,BRA,Maranhão,"Praia do Olho D'Água, São Luis",-2.4787884,-44.2274717,Swimming,,FATAL,Y,
02-Jan-95,1995,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Surfing,M,Foot bitten,N, 
13-Dec-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Surfing,M,Survived,N,
11-Dec-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,Paiva,-21.289441,-43.4175347,Surfing,M,Right thigh bitten,N,
01-Dec-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,Paiva,-21.289441,-43.4175347,Surfing,M,FATAL,Y,
18-Oct-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Surfing,,Survived,N,
17-Oct-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Surfing,M,Survived,N,
24-Jul-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Surfing,M,Left foot severed,N,
09-Jul-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Swimming,M,FATAL,Y,
08-Jul-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Surfing,M,Survived,N,
01-Mar-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Surfing,M,Leg bitten,N,2 m shark
31-Jan-94,1994,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Swimming,M,Right leg bitten,N,
30-Jun-93,1993,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Swimming,M,FATAL,Y,
27-Mar-93,1993,Unprovoked,BRAZIL,BRA,Pernambuco,Paiva,-21.289441,-43.4175347,Surfing,M,Survived,N,
23-Jan-93,1993,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Body boarding,M,Left leg bitten,N,
12-Nov-11,2011,Unprovoked,BRAZIL,BRA,Pernambuco,"Punta Del Chifre Beach, Olinda",,,Surfing,M,Legs bitten,N,
18-Sept-92,1992,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Body boarding,M,Left leg severely bitten,N,
10-Sept-92,1992,Unprovoked,BRAZIL,BRA,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,Swimming,M,FATAL,Y,
18-Jun-06,2006,Unprovoked,BRAZIL,BRA,Pernambuco,"Punta Del Chifre Beach, Olinda",,,Body boarding,M,Left thigh bitten FATAL,Y,
11-Jun-08,2008,Unprovoked,BRAZIL,BRA,Pernambuco,"Punta Del Chifre, Olinda",,,Surfing,M,Laceration to left leg & foot,N,
28-Jun-92,1992,Unprovoked,BRAZIL,BRA,Pernambuco,Piedade,-23.7074096,-47.4252319,Swimming,M,FATAL,Y,
