Date,Year,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Activity,Sex,Injury,Fatal,Species 
27-Feb-94,1994,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Saxon Reef,-16.46448735,145.9868699,Spearfishing,M,Swim fin bitten,N,3 m [10'] shark
12-Feb-94,1994,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Beachview Holiday Resort,-33.9973476,25.3185305,Surfing,M,Leg bitten ,N,3 m [10'] white shark
25-May-05,2005,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Kei River Mouth,,,Surfing,M,Left buttock  & legs lacerated ,N,Raggedtooth shark
03-Jan-94,1994,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Hibberdene,-30.5719444,30.5736111,Swimming ,M,Foot bitten,N,"1.3 m [4'3""] shark"
26-Sept-93,1993,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Danger Point,50.6308534,-3.299956,Spearfishing,M,Calf lacerated,N,3 m [10'] white shark
30-Jul-93,1993,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Pollock Beach, Port Elizabeth",-33.9867144,25.6730178,Surfing,M,Puncture wounds on chest,N,4 m [13'] white shark
09-Apr-92,1992,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,-32.9600254,27.91081967,Surfing,M,Punctures & lacerations on lower leg,N,>2 m shark
23-Jan-92,1992,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Isipingo,-29.9847222,30.9208333,Swimming ,M,Right foot lacerated,N,"Zambesi shark, 1.7 m [5.5'] "
08-Jan-92,1992,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Sheffield Beach,-29.4859773,31.2505367,Spearfishing,M,Left cheek lacerated,N,Possibly a 1.5 m [5'] blacktip shark
19-May-91,1991,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Gordon’s Bay,-34.1611249,18.8686867,Scuba diving,M,"No injury, tank scratched by shark",N,"3.5 m [11.5'] female white shark named ""Notchfin"""
12-Feb-91,1991,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Miller’s Point,-34.2303901,18.4765432,Spearfishing,M,Foot & swim fin bitten,N,5.5 m [18'] white shark
26-Dec-90,1990,Invalid,SOUTH AFRICA,ZAF,Eastern Cape Province,Port Elizabeth,-33.9618359,25.6186512,,M,Survived,,Questionable incident
15-Sept-90,1990,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Oudekraal,-33.9873953,18.3497776,Spearfishing,M,Right hand lacerated,N,5 m  [16.5'] white shark
24-Jun-90,1990,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Mossel Bay,-34.1832022,22.1536248,Scuba diving (but on surface),F,"FATAL, thigh bitten  ",Y,"4.5 m [14'9""] white shark"
18-Dec-98,1998,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Kei River Mouth,,,Splashing,M,Right leg bitten,N,
06-May-90,1990,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Cintsa East,-32.8297222,28.1105556,Resting on surfboard,M,Thigh severely bitten,N,"5.5 m [18'] white shark, identified by  tooth marks"
14-Apr-90,1990,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Cape Recife,-34.02902055,25.70068014,Lying on surfboard & paddling,M,Leg bitten,N,"2.3 m [7.5'] white shark, identified by M. Smale"
18-Nov-89,1989,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Melkbosstrand,-33.722222,18.445833,Free diving & spearfishing,M,FATAL,Y,White shark
Ca. 1960,1960,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Kei River Mouth,,,Wading,F,"Heel lacerated, hand lacerated & abraded",N,2.1 m [7'] shark
22-Aug-89,1989,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Mossel Bay,-34.1832022,22.1536248,Surfing,M,Multiple Injuries,N,>3.4 m [11'] white shark
20-Jul-89,1989,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Jeffreys Bay,-34.051111,24.922222,Surfing,M,Torso bitten,N,2.5 m [8.25'] white shark
05-Jun-89,1989,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Jeffreys Bay,-34.051111,24.922222,Surfing,M,"No injury, board bitten",N,3 m [10'] white shark
03-Jun-89,1989,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Gonubie,-32.9436088,28.0132812,Free diving,M,Forearm bitten,N,2.5 m [8.25'] white shark
15-Feb-89,1989,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Richards Bay,-28.7707857,32.0577775,Windsurfing,M,Foot bruised & minor lacerations,N,
20-Jan-89,1989,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Isipingo,-29.9847222,30.9208333,Lifesaving drill,M,Thigh bitten,N,
21-Nov-43,1943,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Kei River Mouth,,,Swimming with board,M,Right foot lacerated,N,
10-Apr-88,1988,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,La Lucia,-29.7547222,31.0594444,,F,"Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined.",,Shark involvement prior to death was not confirmed
16-Mar-88,1988,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Isipingo,-29.9847222,30.9208333,Surfing,M,"Lower left leg bitten, hand lacerated",N,1.5 m to 2 m [5' to 6.75'] shark
 15-Feb-1988,1988,Watercraft,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Brighton Beach, Durban",-29.9383333,31.0025,,,"No injury to occupants, pontoon puctured",N,"Raggedtooth shark, 2 m "
14-Feb-88,1988,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,-32.9600254,27.91081967,Surfing,M,Ankle bitten,N,"1 m ""grey-colored"" shark"
13-Feb-88,1988,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Mtunzini,-28.9557332,31.7565591,Lying atop surfboard,F,"Leg bitten, surgically amputated",N,Zambezi shark (tooth fragments recovered)
27-Jan-88,1988,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Durban,-29.861825,31.009909,Surfing,M,Minor injury to leg,,Shark involvement not confirmed
Nov-87,1987,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,St. Lucia,13.8250489,-60.975036,,M,Possible drowning / scavenging,,Shark involvement prior to death was not confirmed
25-Oct-87,1987,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Richards Bay,-28.7707857,32.0577775,Boogie boarding,M,Abrasion to forearm,,Questionable incident
Jan-28,1928,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Kei River mouth,,,Body surfing,M,Foot bitten,N,1.2 m [4'] shark
13-Sept-87,1987,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Still Bay,31.2390919,-83.005148,Surfing,M,Torso lacerated,N,3.5 m [11.5']  white shark
19-Apr-87,1987,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Port Shepstone,-30.742778,30.450556,Fishing,M,"Slipped off rocks & was treading water when he disappeared, body mutilated by shark/s",,Shark involvement prior to death was not confirmed
28-Jan-87,1987,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Eerste River,-33.9398867,18.8642978,Spearfishing,M,Puncture wounds to right hand,N,>2.5 m [8.25'] white shark
19-Dec-16,2016,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",,,Surf skiing ,M,"No injury, but ski severely damaged",N,"White shark, 4 m"
Reported 02-Jun-1958,1958,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,King Reef off Park Rynie,,,Spearfishing,M,Injuries not caused by sharks,,Invalid
04-Dec-86,1986,Invalid,SOUTH AFRICA,ZAF,Western Cape Province,Platbank,-34.0458897,22.8376684,Spearfishing,M,"No injury, no attack, 1.8 m copper shark made threat displays",,Invalid
05-Oct-86,1986,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,St. Michaels,35.6611745,-109.0974388,Racing ski,M,"No injury, ski bitten",N,1.6 m shark
29-Jul-99,1999,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Kogebaai,,,Surfing,M,Right thigh bitten,N,"White shark, 3 m to 5 m [10' to 16.5'] "
15-Mar-86,1986,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"North Beach, Durban",-29.8467091,31.03530304,Treading water,M,Foot bitten,N,>1 m shark
1940,1940,Invalid,SOUTH AFRICA,ZAF,Eastern Cape Province,"Kowie River Mouth, Port Alfred",,,Standing in water with child in her arms,F,Leg bitten,,Questionable incident
18-Feb-86,1986,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,East London,-33.0191604,27.8998573,Surfing,M,"No injury, board bitten",N,>2.4 m [8'] white shark
17-Feb-86,1986,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Cape Recife,-34.02902055,25.70068014,Surfing,M,"No injury, knocked off board",N,
07-Feb-86,1986,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"King's Beach, Port Elizabeth",-33.9689628,25.6456389,Swimming,M,Lower leg lacerated,N,Raggedtooth shark
06-Feb-86,1986,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Arniston,-34.668056,20.231111,Spearfishing,M,2 punctures in upper arm,N,"Raggedtooth shark, 2 m [6.75'] "
1932,1932,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Kowie River Mouth, Port Alfred",,,Collecting fish by lamplight in gully,M,"Right shin, calf and sole of foot lacerated",N,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] "
24-Oct-85,1985,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,East London,-33.0191604,27.8998573,Body boarding,M,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N,2.5 m [8.25'] white shark
04-Jun-96,1996,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,LaMercy,,,Surfing,M,Survived,N,
Jul-86,1986,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,LaMercy,,,Spearfishing,M,Minor lacerations on left hand,N,1.2 m [4'] dusky shark
07-Dec-83,1983,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,LaMercy,,,,M,"Two feet found in 1.74 m, 115-kg Zambesi shark, confirmed as a postmortem scavenging",,Invalid
17-Mar-77,1977,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Lappiesbaai Beach, Stilbaai",,,Swimming,M,Right foot bitten,N,
23-Aug-11,2011,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",,,Surfing,M,FATAL,Y,"White shark, >6'"
Circa 1958,1958,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,MaKakatana River,,,"Fishing, walking in river to cast",M,"FATAL, right leg severed above knee  ",Y,
03-May-79,1979,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Mbibi,,,Scuba diving,M,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,
23-Dec-58,1958,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Melkbaai, False Bay",,,Swimming,M,FATAL,Y,
16-Jan-30,1930,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Melkbaai, False Bay",,,Swimming,M,Torso & arm bitten,N,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern"
21-Jun-62,1962,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,"Millers Point, False Bay",,,"On a ""shark hunt""",,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,2.7 m to 3 m [9' to 10'] sharks
27-Sept-78,1978,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Miller's Point, False Bay",,,Spearfishing,M,"No injury, shark took his catch, then towed & pushed diver through the water ",N,"White shark, 3.7 m [12'] "
19-Feb-78,1978,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Miller's Point, False Bay",,,Diving,M,"No injury, rammed by shark",N,White shark
01-May-23,2023,Unprovoked,SOUTH AFRICA,ZAF,Easten Cape Province,Mngcibe Beach,,,Diving for crayfish,M,Shoulder injured,N,
02-Apr-83,1983,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Mpande,,,,M,Survived,,Questionable incident
29-Jan-82,1982,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Mpekeweni,,,Swimming,M,Right shin & toe lacerated,N,Raggedtooth shark
15-Jun-84,1984,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Muizenberg, False Bay",,,Surfing,M,"No injury, board bitten",N,2.4 m [8'] white shark
Feb-1888,1888,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Mzimvubu River mouth,,,Crossing the river mouth,M,FATAL,Y,
12-Jan-1887,1887,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea",,,Swimming,M,"FATAL, flesh removed hip to knee, calf & heel bitten ",Y,
21-Dec-83,1983,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,,,Swimming,M,Shin lacerated,N,"Raggedtooth shark, >1 m "
22-Mar-83,1983,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,,,Surfing,M,"No injury, board bitten",N,Blacktip or spinner shark
23-Jan-15,2015,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon Beach,,,Floating,M,Foot bitten,N,
26-Dec-19,2019,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Nahoon Beach, East London",,,Surf skiing ,M,"No injury, shark bit surf ski",N,
12-May-18,2018,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Nahoon Beach, East London",,,Surfing,M,"Minor injury, marks on board",N,
09-Jul-94,1994,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Nahoon Beach, East London",,,Surfing,M,"FATAL, leg severed ",Y,4 m [13'] white shark
09-Jul-94,1994,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Nahoon Beach, East London",,,Surfing,M,Buttock & leg bitten,N,4 m [13'] white shark
30-Jan-94,1994,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Nahoon Beach, East London",,,Windsurfing,M,Calf bitten,N,
20-Feb-83,1983,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Mtunzini,-28.9557332,31.7565591,Paddleskiing,M,Puncture wounds to buttocks,N,3 m [10'] shark
15-Jan-83,1983,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,,M,FATAL,,Shark involvement prior to death was not confirmed
10-Jan-83,1983,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Muizenberg,-34.0978389,18.48457076,Windsurfing,M,Left foot lacerated,N,
08-Jan-83,1983,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Holbaai,-33.7458333,18.4388889,Spearfishing,M,"No injury, rammed by shark",N,White shark
30-Sept-82,1982,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Nahoon, East London",-32.9757754,27.92687919,Surfing,M,"No injury, pressure ding on surfboard",N,
30-Sept-82,1982,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Nahoon, East London",-32.9757754,27.92687919,Surfing,M,"No Injury, surfboard bitten",N,"Believed to involve a 2.8 m [9'3""] white shark"
29-Aug-82,1982,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Langebaan,-33.090717,18.034889,Swimming,F,"Left knee, lower leg & foot bitten",N,
31-Jul-82,1982,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,Boogie boarding,M,"No injury, swim fin bitten",,Invalid
24-Jul-82,1982,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Nahoon, East London",-32.9757754,27.92687919,Paddleskiing,M,"No injury, ski bitten",N,"2.4 m [8'] white shark, species identity confirmed by tooth fragment"
21-Jan-51,1951,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Native Beach, Durban",,,Swimming,M,"FATAL, right thigh bitten, leg severed at knee",Y,
17-Jan-03,2003,Invalid,SOUTH AFRICA,ZAF,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",,,Unknown,M,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,,Shark involvement prior to death was not confirmed
18-Jul-81,1981,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,-32.9600254,27.91081967,Surfing,M,7 lacerations to right foot,N,Possibly a  1.8 m [6'] Zambezi shark
01-Jul-81,1981,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Clansthal,-30.2402778,30.7822222,Catching sardines,M,Laceration to calf,N,"""gray shark"""
20-May-81,1981,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,-32.9600254,27.91081967,Surfing,M,"Shark & board collided. No injury, but board was dented",N,Raggedtooth shark
10-May-81,1981,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,King’s Beach,-33.9689628,25.6456389,Surfing,M,"No Injury, board bitten",N,"Raggedtooth shark, 2.5 m [8.25'] "
12-Sept-03,2003,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,,,Body boarding,M,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Y,White shark
19-Feb-81,1981,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Umtentweni,-30.7233333,30.4611111,Swimming,M,Foot lacerated,N,Juvenile dusky or blacktip shark
01-Jan-81,1981,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Widenham,-30.2180556,30.7933333,Swimming,M,Probable drowning & scavenging by 1.5 m tiger shark,,Shark involvement prior to death was not confirmed
12-30-1980,1980,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,-32.9600254,27.91081967,Paddleskiing,M,"No injury, paddleski bitten",N,3.5 m [11.5'] shark
26-Dec-80,1980,Invalid,SOUTH AFRICA,ZAF,Eastern Cape Province,Port Elizabeth,-33.9618359,25.6186512,,,Probable drowning & scavenging,,Shark involvement prior to death was not confirmed
17-Nov-80,1980,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Mnini,-3.2889602,37.3540536,Swimming,M,Probable  drowning & scavenging,,Shark involvement prior to death was not confirmed
15-May-80,1980,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Fuller’s Bay,-33.0578717,27.8643887,Surfing,M,"No injury, board bitten",N,1.8 m [6'] shark
06-Aug-52,1952,Invalid,SOUTH AFRICA,ZAF,Eastern Cape Province,Nelson’s Rock,,,,M,"Possibly drowned, remains recovered days later in gut of  113-kg [249-lb]  female Zambesi shark ",,Shark involvement prior to death was not confirmed
31-Jan-80,1980,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Ballito,-29.543864,31.214517,Body boarding,M,"Both hands & heel of left foot lacerated, right foot severed",N,"2.8 m [9'3""] white shark"
13-Jan-80,1980,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Sardinia Bay,-34.0358605,25.5028049,Swimming,M,Abrasion,N,Hammerhead shark
10-Jan-80,1980,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,King’s Beach,-33.9689628,25.6456389,Swimming,M,3 small punctures on arm,N,"Raggedtooth shark, 2 m [6'9""] "
1980,1980,Invalid,SOUTH AFRICA,ZAF,Eastern Cape Province,Bonza Bay,-32.9731677,27.958663,Spearfishing,M,No injury; 2 m shark made threat display and impaled itself on spear,,Invalid
21-Dec-79,1979,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Kenton-on-Sea,-33.6828572,26.6717068,Swimming,M,Shin lacerated,N,
15-Jun-70,1970,Provoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Shark tank, Oceanographic Research Institute, Durban",,,Scuba Diving,M,2 cm laceration on knee PROVOKED INCIDENT,N,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female "
1930,1930,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"North End Beach, Port Elizabeth",,,Swimming,M,FATAL,Y,
01-Mar-79,1979,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Seal Island,-34.13716505,18.58257045,,,No Injury,N,
21-Feb-79,1979,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Port Alfred,-33.5981844,26.8914772,"Surfing, collided with shark",M,Punctures on left thigh,N,1.5 m to 2 m [5' to 6.75'] shark
12-Dec-78,1978,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Sodwana,-27.539924,32.67562091,Spearfishing,M,"FATAL, legs bitten ",Y,"White shark, 2.3 m [7.5'], tooth fragment recovered"
29-Jun-82,1982,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Ntlonyana Bay,,,Surfing,M,FATAL,Y,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard"
05-May-81,1981,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Ntlonyane Bay,,,Surfing,M,"Left leg bitten, surgically amputated",N,"Tiger shark, 2.1 m [7']"
26-Mar-50,1950,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Off bank of Ntshala River, Morgan Bay",,,Wading,M,"Ankle & foot lacerated, defense wounds on hand",N,1.5 m to 1.8 m [5' to 6'] “spear-eye” shark 
07-Jan-78,1978,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Glenashley,-29.7602778,31.0566667,Surfing,M,"Left leg, ankle & foot bitten",N,Thought to involve a blacktip shark
06-Jan-78,1978,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Cape Vidal,-28.1273367,32.5570283,,M,"Human head recovered from 3 m [10'] tiger shark’s gut, probable drowning / scavenging",,Shark involvement prior to death was not confirmed
19-Aug-77,1977,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Off Macassar Beach,,,Fishing,M,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,White shark
Dec-77,1977,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,"Macassar, False Bay",-34.0560836,18.75461051,Fishing for bottom fish,,No injury to occupant: shark bit boat's port chine,N,3 m [10'] white shark (Tooth  recovered from boat)
03-Jun-02,2002,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,,,Snorkeling (filming the sardine run),M,Upper arm bitten,N,1.5 to 2.5 m [5' to 8.25'] copper shark
Reported 11-Oct-1997,1997,Watercraft,SOUTH AFRICA,ZAF,Eastern Cape Province,Off Port Alfred,,,Fishingat,,"No injury, hooked shark bit their 4.8 m inflatable boat",N,Soupfin shark
09-Apr-50,1950,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Off Port Elizabeth breakwater,,,"Fishing, sitting in stern of small boat, feet dangling in the water",M,"Shark bit foot, removing 2 toes",N,2.13 m shark
13-Feb-1878,1878,Sea Disaster,SOUTH AFRICA,ZAF,Western Cape Province,Olifantbos Point,,,Wreck of the Union Steamship Company 982-ton iron steamer Kafir,M,"FATAL, shark removed large part of his hip",Y,
27-Nov-76,1976,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Clifton,40.8584328,-74.1637553,"Thrashing the water / imitating the shark victim from ""Jaws""",M,Torso bitten,N,"White shark, 3 m [10'] k"
23-Nov-76,1976,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Warner Beach,-30.0819444,30.8658333,Swimming,M,Laceration to foot,,Questionable incident
21-Jan-73,1973,Provoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Durban,-29.861825,31.009909,Fishing from paddleski,M,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT,N,1 m shark
27-Oct-76,1976,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Gordon’s Bay,-34.1611249,18.8686867,Boat,,"No injury to occupants, shark leapt on bow of boat",N,White shark
06-Oct-76,1976,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Cape St. Francis,-34.208091,24.832673,Surfing,M,Left thigh lacerated,N,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment"
11-Jan-63,1963,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Peace Cottage, Umdhloti",,,"Free diving, hunting crayfish",M,Lacerations & punctures on left  forearm,N,1 m shark
12-Mar-76,1976,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Robberg Point,-34.1012447,23.3834476,Fishing,,"No injury to occupants, shark buckled prop shaft",N,Whale shark
05-Jan-84,1984,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Port Alfred,,,Swimming,M,Foot bitten,N,"Raggedtooth shark, 1 m "
03-Feb-76,1976,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,False Bay,-34.2107959,18.6409129,Shark watching,,"No injury to occupants, shark rammed bow, driving its head into the hull",N,2.5 m [8.25'] white shark
19-Nov-75,1975,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"South Beach, Durban",-29.86203115,31.03741151,Standing,M,Left foot lacerated,N,Juvenile dusky shark
Sept-75,1975,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Richards Bay,-28.7707857,32.0577775,Paddleskiing,M,Right foot & ankle lacerated,N,1.2 m [4'] shark
17-Aug-75,1975,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Cape St. Francis,-34.208091,24.832673,Surfing,M,Left leg & surfboard bitten,N,"White shark, 2.4 m [8']"
18-Apr-75,1975,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Durban,-29.861825,31.009909,,M,Probable drowning / scavenging,,Shark involvement prior to death was not confirmed
05-Apr-75,1975,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Millers Point,-33.8591,151.2042529,Spearfishing Competition,M,"No injury, rammed by shark",N,"White shark, 600-kg [1323-lb]"
29-Mar-75,1975,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Tongaat,-29.560833,31.122222,Swimming,M,Probable drowning / scavenging by a white shark,,Shark involvement prior to death was not confirmed
28-Dec-97,1997,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",,,Spearfishing,M,FATAL,Y,White shark
23-Feb-75,1975,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",-30.048514,30.8898693,Surfing,M,Foot severed,N,1.5 m [5'] shark
Reported 14-Feb-1975,1975,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Plettenberg Bay,-34.052778,23.369444,,,Shark bit rudder & hull,N,"Mako shark, 3 m [10'] "
01-Feb-75,1975,Provoked,SOUTH AFRICA,ZAF,Western Cape Province,"Beespens, False Bay",,,Fishing,M,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N,"Copper shark, 50-kg [110-b] "
20-Apr-74,1974,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Arniston,-34.668056,20.231111,Spearfishing,M,Left knee lacerated,N,"Raggedtooth shark, 1.5 m [5'] "
